ime,vrsta
Jezero Komarnik,jezero
Trojiško jezero (Gradiško jezero),koča
Trojiško jezero (Gradiško jezero),jezero
Trojiško jezero (Gradiško jezero),koča
Trojiško jezero (Gradiško jezero),jezero
Jezero Radehova,jezero
Jezero Radehova,jezero
Ribnik Gosijak,jezero
Ribnik Gosijak,jezero
Blaguško jezero,jezero
Blaguško jezero,jezero
Lovsko zavetišče LD Mala Nedelja,koča
Lovsko zavetišče LD Mala Nedelja,koča
Lisjakova struga,koča
Lisjakova struga,koča
Babičev mlin na Muri,koča
Babičev mlin na Muri,koča
Brod na Muri (Melinci),koča
Brod na Muri (Melinci),koča
Razkriški kot (sotočje Mure in Ščavnice),koča
Razkriški kot (sotočje Mure in Ščavnice),koča
